label,left_elbow,right_elbow,left_knee,right_knee,shoulder_distance,left_arm_length,right_arm_length
bicep_curl,134.15,99.13,143.42,165.12,0.2104,0.8116,0.4765
bicep_curl,132.92,97.6,142.0,165.63,0.21,0.7911,0.4814
bicep_curl,128.01,101.15,143.36,166.63,0.212,0.6259,0.51
bicep_curl,123.61,103.12,143.01,167.09,0.2191,0.5603,0.5201
bicep_curl,117.45,103.73,144.0,166.68,0.2212,0.5189,0.525
bicep_curl,106.03,103.8,144.68,165.63,0.2149,0.4857,0.5375
bicep_curl,108.94,106.18,138.94,170.63,0.2142,0.4984,0.5279
bicep_curl,109.85,104.96,137.07,169.84,0.2158,0.5384,0.5296
bicep_curl,111.29,103.33,138.1,170.23,0.2158,0.5567,0.5342
bicep_curl,122.48,106.59,140.16,172.97,0.2311,0.5726,0.5237
bicep_curl,125.18,108.4,138.9,171.83,0.2282,0.5679,0.5158
bicep_curl,124.4,109.99,139.06,170.92,0.2238,0.5762,0.5108
bicep_curl,125.06,112.99,136.78,171.22,0.2245,0.5737,0.5091
bicep_curl,126.27,115.72,137.92,172.79,0.2237,0.5669,0.507
bicep_curl,124.29,118.37,135.19,164.74,0.2158,0.5751,0.5043
bicep_curl,116.98,122.58,139.55,163.27,0.2167,0.5326,0.4935
bicep_curl,110.61,124.21,139.88,161.12,0.2193,0.5093,0.4993
bicep_curl,106.15,123.93,138.05,155.12,0.2261,0.4883,0.5029
bicep_curl,104.29,127.09,139.2,154.84,0.2316,0.4784,0.5066
bicep_curl,127.57,129.2,140.67,150.59,0.2279,0.6356,0.4621
bicep_curl,134.03,126.08,142.39,153.22,0.2218,0.7107,0.4669
bicep_curl,133.63,121.45,141.51,151.46,0.2191,0.7458,0.4653
bicep_curl,129.15,121.48,141.06,151.66,0.2178,0.7137,0.4594
bicep_curl,121.81,126.03,142.2,155.33,0.2181,0.6665,0.453
bicep_curl,120.35,125.21,143.19,158.09,0.2177,0.6665,0.4523
bicep_curl,113.65,125.86,143.19,160.2,0.2167,0.6237,0.451
bicep_curl,111.1,127.73,144.51,161.26,0.2167,0.612,0.4496
bicep_curl,115.54,125.51,145.07,161.25,0.2155,0.6372,0.4528
bicep_curl,114.25,124.14,145.24,161.87,0.2138,0.6267,0.4555
bicep_curl,119.54,123.72,145.03,161.1,0.2159,0.67,0.4529
bicep_curl,122.25,119.21,144.85,160.86,0.2166,0.6961,0.4649
bicep_curl,123.46,120.03,144.35,160.28,0.2172,0.7119,0.462
bicep_curl,122.16,118.16,143.69,159.0,0.2189,0.6915,0.4691
bicep_curl,122.38,117.32,143.11,158.45,0.2198,0.6929,0.4728
bicep_curl,122.02,118.07,142.77,157.8,0.2199,0.6886,0.4726
bicep_curl,121.17,122.06,143.04,156.66,0.2194,0.6777,0.4555
bicep_curl,112.9,125.98,143.02,157.12,0.2197,0.6393,0.4462
bicep_curl,116.2,121.57,142.81,156.25,0.2188,0.658,0.4543
bicep_curl,124.12,123.05,141.56,155.53,0.2131,0.7093,0.4513
bicep_curl,125.45,123.13,141.78,155.44,0.2117,0.7168,0.45
bicep_curl,128.55,119.46,140.36,153.69,0.2135,0.7543,0.4626
bicep_curl,131.7,119.47,140.65,152.94,0.2142,0.7458,0.4721
bicep_curl,133.39,120.7,139.82,152.99,0.2142,0.7323,0.4691
bicep_curl,133.92,121.72,140.42,153.12,0.2149,0.7169,0.474
bicep_curl,109.93,123.67,139.76,150.87,0.2293,0.4766,0.5101
bicep_curl,108.84,122.05,136.74,153.12,0.2263,0.4574,0.5062
bicep_curl,108.31,118.82,133.71,152.69,0.221,0.486,0.4976
bicep_curl,106.66,117.35,133.71,152.3,0.2205,0.4905,0.4991
bicep_curl,117.85,112.42,138.01,158.14,0.2181,0.5139,0.52
bicep_curl,120.86,117.2,141.62,164.14,0.2178,0.5268,0.5095
bicep_curl,125.57,117.7,141.55,166.74,0.2176,0.5388,0.5108
bicep_curl,122.5,116.94,141.07,166.64,0.2172,0.5365,0.5131
bicep_curl,119.8,116.33,140.71,166.84,0.217,0.5412,0.5142
bicep_curl,119.74,116.95,140.68,168.56,0.2171,0.5359,0.5153
bicep_curl,115.33,116.43,139.81,167.41,0.217,0.5406,0.5194
bicep_curl,115.17,116.14,139.02,167.09,0.2169,0.5429,0.5201
bicep_curl,108.25,115.22,135.46,160.99,0.2176,0.526,0.5194
bicep_curl,105.64,116.78,134.83,157.1,0.2197,0.5056,0.5122
bicep_curl,97.73,118.35,134.59,152.76,0.2243,0.5014,0.5104
bicep_curl,98.37,124.4,135.76,152.91,0.2247,0.4759,0.5059
bicep_curl,100.78,125.85,138.35,154.08,0.2288,0.4741,0.5039
bicep_curl,127.49,121.17,140.9,153.3,0.2167,0.7118,0.4529
bicep_curl,128.84,123.51,141.82,155.36,0.2156,0.7513,0.4417
bicep_curl,124.65,124.98,142.1,156.07,0.2144,0.7183,0.4381
bicep_curl,121.08,126.85,142.92,156.24,0.2138,0.7082,0.4344
bicep_curl,113.0,129.52,142.6,158.15,0.2138,0.6526,0.4278
bicep_curl,116.95,125.97,142.2,156.93,0.2143,0.6631,0.4353
bicep_curl,118.74,125.2,142.46,156.56,0.2158,0.6748,0.4401
bicep_curl,119.13,124.94,142.3,154.73,0.2205,0.6718,0.4451
bicep_curl,117.65,120.28,142.88,156.3,0.2211,0.666,0.4662
bicep_curl,117.52,124.91,144.35,157.55,0.2194,0.6751,0.4789
bicep_curl,115.73,123.46,144.65,158.27,0.2198,0.6732,0.4818
bicep_curl,114.75,125.82,145.23,160.97,0.2194,0.6642,0.477
bicep_curl,113.56,129.87,146.1,162.77,0.2189,0.6734,0.4968
bicep_curl,115.34,130.7,145.52,162.14,0.2183,0.6923,0.4896
bicep_curl,118.17,126.96,144.81,158.28,0.2169,0.6995,0.4847
bicep_curl,129.78,121.36,142.29,153.79,0.2181,0.7696,0.4933
bicep_curl,121.3,124.23,139.66,152.35,0.2225,0.6038,0.5125
bicep_curl,117.99,125.37,137.48,152.92,0.2202,0.5432,0.5178
bicep_curl,132.43,126.37,139.44,157.45,0.2149,0.5404,0.4955
bicep_curl,127.82,108.33,127.89,155.54,0.2169,0.5206,0.5314
bicep_curl,106.73,100.64,125.62,154.69,0.2229,0.5655,0.5455
bicep_curl,122.39,103.44,130.11,153.88,0.2281,0.5396,0.5328
bicep_curl,118.11,110.28,132.83,155.64,0.2297,0.5173,0.4996
bicep_curl,116.25,112.87,132.85,155.6,0.2304,0.517,0.4912
bicep_curl,120.35,114.89,131.93,154.15,0.2278,0.519,0.488
bicep_curl,124.61,115.34,133.0,154.7,0.2232,0.5117,0.4821
bicep_curl,126.4,115.34,132.41,157.41,0.2225,0.5061,0.4799
bicep_curl,128.83,114.78,132.06,157.82,0.221,0.4988,0.4783
bicep_curl,128.92,116.08,131.4,158.92,0.2199,0.4816,0.4687
bicep_curl,129.25,119.18,143.87,154.91,0.233,0.7237,0.5185
bicep_curl,142.1,124.62,145.88,152.95,0.2279,0.8106,0.5175
bicep_curl,137.52,123.58,142.62,150.48,0.2263,0.7494,0.5015
bicep_curl,135.44,125.93,139.72,151.44,0.2258,0.7588,0.4775
bicep_curl,104.73,126.54,139.61,147.84,0.2206,0.7341,0.4255
bicep_curl,99.74,120.43,138.61,145.09,0.2184,0.7131,0.445
bicep_curl,96.67,118.49,138.39,146.26,0.222,0.6932,0.4563
bicep_curl,93.22,117.73,138.28,146.83,0.2237,0.6733,0.4602
bicep_curl,85.98,117.96,138.77,147.42,0.2253,0.6305,0.4604
bicep_curl,82.59,117.77,138.87,147.5,0.225,0.6124,0.4619
bicep_curl,92.48,115.64,139.7,145.74,0.2225,0.6553,0.4668
bicep_curl,95.77,114.59,141.21,146.95,0.2267,0.6763,0.4916
bicep_curl,96.13,115.31,140.95,148.27,0.2254,0.6794,0.498
bicep_curl,95.18,115.01,140.8,148.86,0.2255,0.6737,0.4958
bicep_curl,93.82,113.41,138.96,151.81,0.2302,0.6672,0.4829
bicep_curl,95.52,114.7,139.47,149.23,0.2243,0.6821,0.4739
bicep_curl,100.07,116.26,137.03,148.57,0.2152,0.7235,0.4552
bicep_curl,92.99,117.78,137.06,147.51,0.2137,0.6768,0.4477
bicep_curl,101.17,119.74,137.25,148.39,0.2055,0.7338,0.4451
bicep_curl,111.52,128.83,138.61,153.0,0.192,0.7583,0.4315
bicep_curl,114.44,128.54,136.0,151.44,0.1999,0.6574,0.4366
bicep_curl,141.56,131.84,139.88,154.68,0.2114,0.7365,0.4423
bicep_curl,144.78,125.41,141.37,156.48,0.2223,0.7058,0.4963
bicep_curl,147.96,126.14,141.17,158.11,0.2228,0.6854,0.487
bicep_curl,131.74,112.59,130.29,158.33,0.2146,0.4732,0.4767
bicep_curl,124.72,110.97,128.45,156.79,0.2138,0.4811,0.4789
bicep_curl,122.76,110.13,128.9,158.32,0.2097,0.4751,0.4734
bicep_curl,122.08,108.88,127.61,158.08,0.2131,0.4762,0.4744
bicep_curl,121.58,108.92,128.5,158.01,0.2111,0.475,0.4738
bicep_curl,122.78,110.64,128.89,157.2,0.2134,0.4776,0.4704
bicep_curl,121.89,110.71,128.94,157.43,0.2125,0.4754,0.4695
bicep_curl,124.97,111.89,133.07,154.95,0.2187,0.4888,0.4792
bicep_curl,127.46,118.41,137.15,155.54,0.2179,0.5693,0.4768
bicep_curl,134.34,117.77,137.3,155.98,0.2227,0.65,0.4845
bicep_curl,138.95,120.15,141.05,155.53,0.2237,0.6986,0.4732
bicep_curl,136.39,117.28,143.17,154.07,0.2119,0.7211,0.4743
bicep_curl,128.48,119.94,138.47,151.42,0.2056,0.7228,0.4559
bicep_curl,136.29,125.22,136.72,148.74,0.2092,0.7642,0.4471
bicep_curl,111.55,123.17,139.26,148.14,0.2066,0.7524,0.443
bicep_curl,108.25,123.33,136.85,149.55,0.2001,0.7977,0.4414
bicep_curl,109.32,121.33,134.57,151.45,0.1983,0.8123,0.4423
bicep_curl,111.78,120.02,133.5,151.68,0.1981,0.8337,0.4448
bicep_curl,110.31,120.18,132.98,151.82,0.1979,0.812,0.4458
bicep_curl,106.46,120.45,133.87,149.61,0.2015,0.7893,0.4449
bicep_curl,100.29,118.5,133.87,148.6,0.2029,0.7442,0.4482
bicep_curl,98.65,116.47,134.05,148.24,0.2034,0.732,0.4532
bicep_curl,100.36,114.65,134.9,146.55,0.2009,0.7458,0.4658
bicep_curl,102.05,116.4,136.72,146.97,0.1996,0.7609,0.4659
bicep_curl,104.54,115.74,138.02,145.35,0.1972,0.7898,0.4683
bicep_curl,104.4,115.38,138.17,143.55,0.1965,0.7883,0.4714
bicep_curl,104.63,115.08,138.32,145.96,0.1968,0.7813,0.4745
bicep_curl,107.05,113.7,139.59,146.14,0.1972,0.8184,0.4747
bicep_curl,109.88,112.37,139.22,146.03,0.1975,0.8574,0.4792
bicep_curl,110.18,111.27,135.46,146.77,0.2003,0.872,0.4842
bicep_curl,112.54,113.17,133.17,150.8,0.2033,0.8724,0.4802
bicep_curl,111.77,114.99,134.65,150.31,0.2073,0.8433,0.4741
bicep_curl,115.65,115.01,134.99,151.1,0.2128,0.834,0.4676
bicep_curl,113.25,120.33,138.67,151.72,0.2172,0.8185,0.4492
bicep_curl,110.89,118.05,142.78,153.54,0.2182,0.8161,0.4511
bicep_curl,100.95,117.48,143.95,162.8,0.211,0.6182,0.743
bicep_curl,110.42,119.81,146.03,162.94,0.2105,0.5869,0.7793
bicep_curl,108.82,113.54,146.03,166.27,0.2106,0.5242,0.7163
bicep_curl,111.43,116.1,142.74,162.43,0.2127,0.4817,0.7198
bicep_curl,121.68,116.77,141.24,159.42,0.2126,0.4562,0.7182
bicep_curl,120.09,120.44,140.82,156.56,0.2132,0.4653,0.6977
bicep_curl,110.11,115.67,138.18,153.26,0.2166,0.4777,0.6688
bicep_curl,104.27,116.13,140.97,147.05,0.2179,0.4863,0.6764
bicep_curl,104.58,117.33,142.15,147.48,0.2171,0.4831,0.6817
bicep_curl,107.68,117.66,143.55,148.1,0.2136,0.4834,0.6732
bicep_curl,103.36,122.33,142.96,150.33,0.2111,0.5012,0.8248
bicep_curl,110.56,128.81,141.81,152.52,0.22,0.5106,0.8984
bicep_curl,118.28,120.68,141.51,151.64,0.2148,0.5012,0.8768
bicep_curl,126.45,117.75,139.44,149.38,0.2177,0.481,0.8705
bicep_curl,127.73,115.29,136.48,148.34,0.2203,0.4728,0.896
bicep_curl,135.34,113.05,136.46,148.48,0.2212,0.4464,0.8999
bicep_curl,136.22,114.24,135.3,148.24,0.2315,0.4301,0.9392
bicep_curl,135.23,114.62,134.81,148.89,0.2324,0.4263,0.9204
bicep_curl,134.05,115.47,134.4,149.64,0.2313,0.429,0.9087
bicep_curl,136.7,115.36,134.04,150.55,0.2338,0.4212,0.9019
bicep_curl,138.8,113.34,134.2,151.06,0.2326,0.4214,0.8759
bicep_curl,137.39,112.39,134.53,151.83,0.2313,0.4255,0.8649
bicep_curl,137.14,111.59,134.55,152.32,0.2292,0.4271,0.8534
bicep_curl,137.19,111.42,134.52,152.51,0.2278,0.4284,0.852
bicep_curl,138.17,111.49,134.3,152.59,0.2274,0.4268,0.857
bicep_curl,139.1,112.03,134.42,152.72,0.2247,0.4284,0.8673
bicep_curl,138.05,113.39,134.89,153.08,0.2224,0.4304,0.8845
bicep_curl,137.25,117.09,135.3,153.2,0.2244,0.4347,0.932
bicep_curl,136.05,118.05,135.13,152.5,0.2137,0.4396,0.9379
bicep_curl,134.72,119.23,134.85,151.75,0.203,0.4477,0.9332
bicep_curl,134.08,125.03,133.56,152.7,0.198,0.4506,0.9074
bicep_curl,128.52,125.94,139.96,153.2,0.2003,0.4474,0.7955
bicep_curl,128.49,127.82,141.76,155.43,0.202,0.4583,0.7807
bicep_curl,126.06,116.39,142.43,154.13,0.2037,0.4547,0.6225
bicep_curl,126.17,120.44,141.58,154.37,0.2022,0.4566,0.5927
bicep_curl,121.73,110.49,140.27,152.39,0.2017,0.4638,0.5391
bicep_curl,111.64,103.92,140.3,149.69,0.2001,0.4761,0.5476
bicep_curl,110.96,103.58,140.67,149.8,0.1994,0.4798,0.5623
bicep_curl,117.03,106.15,137.04,153.59,0.2014,0.4672,0.6017
bicep_curl,119.78,108.16,137.35,153.67,0.2002,0.4597,0.638
bicep_curl,128.79,97.92,132.69,154.19,0.2478,0.4804,0.5919
bicep_curl,125.22,98.67,132.69,161.09,0.249,0.4973,0.5867
bicep_curl,131.97,98.09,130.7,159.7,0.2594,0.496,0.5724
bicep_curl,129.85,128.43,131.34,154.81,0.2201,0.4558,0.819
bicep_curl,143.77,124.26,131.1,151.62,0.2254,0.4267,0.7871
bicep_curl,145.54,127.63,135.74,149.42,0.2152,0.4255,0.8232
bicep_curl,154.22,122.3,136.64,154.44,0.2196,0.4241,0.7814
bicep_curl,151.5,126.08,136.49,151.88,0.2048,0.4321,0.789
bicep_curl,156.34,130.33,136.88,151.37,0.201,0.4379,0.8216
bicep_curl,156.67,126.94,138.4,152.11,0.2018,0.4405,0.7711
bicep_curl,155.36,128.35,140.09,151.71,0.2023,0.4357,0.7981
bicep_curl,156.05,130.68,141.44,153.62,0.2016,0.4311,0.7955
bicep_curl,149.46,133.87,139.88,149.93,0.2097,0.4328,0.8354
bicep_curl,146.46,133.64,138.75,150.02,0.2064,0.4366,0.8173
bicep_curl,145.39,135.26,137.46,150.79,0.2028,0.4368,0.8368
bicep_curl,151.46,133.04,138.14,152.31,0.2003,0.4291,0.8103
bicep_curl,150.81,135.57,138.71,152.13,0.2001,0.426,0.7852
bicep_curl,138.46,139.03,138.1,151.81,0.2025,0.4391,0.8138
bicep_curl,138.45,142.28,137.86,151.94,0.205,0.4558,0.8339
bicep_curl,134.09,143.94,140.72,152.26,0.2025,0.4555,0.8499
bicep_curl,137.73,143.8,142.74,153.29,0.2004,0.4483,0.7958
bicep_curl,137.98,144.94,145.3,153.3,0.1991,0.4463,0.7566
bicep_curl,124.17,112.29,144.91,155.73,0.2023,0.4996,0.3758
bicep_curl,125.41,117.01,147.06,156.63,0.201,0.4854,0.4031
bicep_curl,122.83,129.06,148.36,158.63,0.201,0.4822,0.4468
bicep_curl,121.02,134.56,148.73,157.75,0.2009,0.485,0.4888
bicep_curl,114.35,108.3,145.61,153.65,0.2041,0.5124,0.3441
bicep_curl,117.24,115.61,145.28,154.42,0.2028,0.5105,0.4251
bicep_curl,118.88,111.93,145.71,155.64,0.2034,0.5068,0.3788
bicep_curl,118.39,106.52,146.6,156.26,0.205,0.5081,0.3504
bicep_curl,118.51,104.98,145.52,156.26,0.2067,0.5108,0.3554
bicep_curl,119.19,105.3,146.35,157.21,0.2057,0.5146,0.3853
bicep_curl,120.45,111.88,147.46,156.46,0.204,0.5049,0.3569
bicep_curl,120.64,108.05,147.24,155.76,0.2022,0.5041,0.3814
bicep_curl,128.12,149.84,146.98,156.4,0.2017,0.4766,0.6498
bicep_curl,136.2,151.33,148.62,156.78,0.2019,0.4534,0.6817
bicep_curl,135.11,147.75,140.26,149.96,0.2038,0.4513,0.8658
bicep_curl,143.85,139.87,140.44,149.51,0.2044,0.4221,0.8021
bicep_curl,142.39,138.33,139.06,150.89,0.2078,0.4272,0.8168
bicep_curl,143.39,137.68,138.17,151.44,0.2089,0.4271,0.8286
bicep_curl,155.8,132.26,139.62,151.83,0.2119,0.4126,0.7571
bicep_curl,156.44,130.46,139.49,152.16,0.212,0.4159,0.7383
bicep_curl,155.96,131.1,138.48,153.66,0.2109,0.4163,0.7484
bicep_curl,152.63,132.22,137.76,152.5,0.2044,0.4166,0.7826
bicep_curl,152.6,131.33,138.22,152.22,0.2029,0.4159,0.7702
bicep_curl,153.91,132.19,138.46,151.87,0.2026,0.4134,0.7674
bicep_curl,155.34,132.5,138.6,151.97,0.2018,0.4094,0.7553
bicep_curl,151.63,135.12,138.69,153.0,0.2021,0.4119,0.7871
bicep_curl,155.6,135.83,137.07,152.04,0.2109,0.4079,0.7873
bicep_curl,154.8,136.22,137.48,151.5,0.2132,0.4091,0.7793
bicep_curl,141.69,140.2,138.82,152.39,0.2115,0.4267,0.8112
bicep_curl,140.49,142.27,141.74,152.53,0.2098,0.4297,0.7846
bicep_curl,136.11,135.76,147.53,153.99,0.2088,0.4454,0.5601
bicep_curl,135.76,133.85,149.87,153.89,0.2081,0.4482,0.4763
bicep_curl,135.95,142.89,148.44,155.38,0.2074,0.4531,0.5565
bicep_curl,123.39,120.37,146.99,155.48,0.2118,0.4981,0.3289
bicep_curl,120.73,125.52,146.58,154.48,0.2126,0.504,0.3416
bicep_curl,121.38,119.98,145.69,154.79,0.2188,0.517,0.3597
bicep_curl,121.04,114.59,147.49,156.4,0.2122,0.5166,0.3547
bicep_curl,124.26,111.55,148.08,157.55,0.2128,0.493,0.3574
bicep_curl,123.33,108.33,147.56,157.31,0.219,0.4975,0.3771
bicep_curl,121.74,108.2,146.15,157.0,0.215,0.4931,0.3706
bicep_curl,119.87,105.79,145.54,157.39,0.2151,0.4954,0.3831
bicep_curl,121.47,103.33,142.46,158.07,0.2164,0.5057,0.3948
bicep_curl,130.19,115.0,143.66,160.98,0.2197,0.4956,0.3909
bicep_curl,130.1,112.14,143.92,159.53,0.2153,0.5078,0.4302
bicep_curl,127.32,139.2,145.31,155.6,0.2079,0.4773,0.6611
bicep_curl,122.19,135.48,146.01,157.76,0.205,0.4784,0.7018
bicep_curl,121.2,137.32,144.73,155.88,0.2027,0.4725,0.789
bicep_curl,115.62,131.57,141.69,162.29,0.1991,0.4305,0.7704
bicep_curl,110.49,129.65,142.52,164.81,0.1969,0.4401,0.7491
bicep_curl,106.65,132.54,140.43,166.5,0.1966,0.437,0.7934
bicep_curl,104.58,131.6,142.44,167.84,0.1982,0.4427,0.7947
bicep_curl,102.24,131.37,143.68,168.16,0.198,0.4405,0.7883
bicep_curl,98.34,131.6,138.94,165.51,0.1915,0.4269,0.8234
bicep_curl,96.45,137.5,132.54,157.24,0.1883,0.3977,0.8988
bicep_curl,101.01,137.3,137.05,152.74,0.1906,0.3844,0.8501
bicep_curl,121.24,138.36,140.57,156.64,0.1961,0.447,0.8528
bicep_curl,125.4,138.48,141.64,158.7,0.2017,0.4428,0.8264
bicep_curl,120.33,137.45,141.77,160.68,0.1953,0.419,0.7563
bicep_curl,120.21,135.38,141.3,161.66,0.1944,0.4638,0.6644
bicep_curl,118.37,123.91,136.91,162.39,0.1877,0.4731,0.5248
bicep_curl,110.51,101.53,136.8,163.14,0.186,0.4474,0.4252
bicep_curl,110.24,95.38,137.05,164.55,0.1855,0.4507,0.3935
bicep_curl,118.58,98.42,137.96,165.92,0.1851,0.4542,0.3793
bicep_curl,121.08,96.57,138.67,166.43,0.1856,0.444,0.3812
bicep_curl,114.87,96.27,137.75,166.74,0.1849,0.3756,0.3833
bicep_curl,106.85,98.13,136.03,166.86,0.1845,0.3966,0.3902
bicep_curl,103.47,103.38,135.21,166.31,0.1836,0.3972,0.3887
bicep_curl,100.61,93.83,132.66,167.87,0.1781,0.4066,0.4116
bicep_curl,101.55,102.61,131.32,166.32,0.1731,0.4079,0.3949
bicep_curl,92.0,103.75,131.08,163.19,0.1713,0.4011,0.3743
bicep_curl,89.88,107.67,135.11,162.06,0.1667,0.3444,0.3511
bicep_curl,85.08,102.63,139.88,160.99,0.1659,0.3383,0.3344
bicep_curl,80.73,95.82,136.37,163.18,0.1649,0.3449,0.3299
bicep_curl,98.44,104.78,135.04,164.38,0.1636,0.2981,0.3126
bicep_curl,89.41,99.25,134.74,162.04,0.1623,0.3273,0.3425
bicep_curl,110.26,118.89,139.51,166.92,0.1618,0.3518,0.4008
bicep_curl,113.92,131.13,140.7,162.85,0.1609,0.3714,0.5305
bicep_curl,125.43,129.64,140.69,161.89,0.1598,0.4223,0.5274
bicep_curl,132.61,131.73,140.73,163.84,0.1585,0.4512,0.557
bicep_curl,139.32,132.01,138.01,158.05,0.1595,0.5137,0.5779
bicep_curl,127.9,139.26,140.06,150.21,0.1594,0.4342,0.6669
bicep_curl,127.22,138.51,140.0,151.13,0.1595,0.4225,0.6656
bicep_curl,138.78,130.8,135.07,158.48,0.1574,0.464,0.5903
bicep_curl,127.8,129.24,132.13,155.49,0.1556,0.3209,0.5834
bicep_curl,124.62,128.82,132.4,155.3,0.1544,0.3524,0.583
bicep_curl,131.05,128.8,133.34,156.08,0.155,0.3816,0.5757
bicep_curl,131.99,128.32,136.28,158.16,0.1561,0.3502,0.5764
bicep_curl,125.38,128.25,137.33,154.05,0.1529,0.4406,0.5528
bicep_curl,122.93,127.93,141.42,155.82,0.1522,0.4439,0.5476
bicep_curl,119.01,126.82,142.89,156.87,0.1515,0.4236,0.5352
bicep_curl,132.2,132.26,140.01,155.19,0.1515,0.4322,0.5892
bicep_curl,136.36,136.66,135.08,147.92,0.1525,0.5653,0.6476
bicep_curl,145.59,137.83,134.42,150.69,0.152,0.5173,0.6845
bicep_curl,153.91,138.67,131.2,150.3,0.1507,0.6434,0.7058
bicep_curl,156.71,136.96,134.6,151.61,0.151,0.5348,0.667
bicep_curl,135.66,141.4,143.36,153.59,0.1588,0.4629,0.6523
bicep_curl,133.74,138.16,145.13,153.8,0.1543,0.4636,0.59
bicep_curl,135.17,140.06,145.46,155.33,0.1558,0.4665,0.5858
bicep_curl,129.16,140.09,142.61,156.01,0.1584,0.4167,0.5478
bicep_curl,124.89,142.12,142.07,154.97,0.1585,0.3664,0.5176
bicep_curl,129.8,145.42,143.09,154.54,0.1599,0.378,0.4877
bicep_curl,113.59,116.3,141.74,156.94,0.1584,0.3432,0.3379
bicep_curl,112.98,113.12,140.33,156.79,0.16,0.3552,0.3343
bicep_curl,114.75,113.91,140.89,158.9,0.1617,0.3838,0.3259
bicep_curl,129.72,122.77,140.74,156.98,0.1625,0.4207,0.328
bicep_curl,131.58,117.75,145.14,155.01,0.1623,0.4243,0.3347
bicep_curl,121.97,111.52,145.33,153.1,0.1645,0.4103,0.3329
bicep_curl,127.44,108.24,145.65,154.65,0.1637,0.4143,0.3425
bicep_curl,105.15,113.91,144.94,155.1,0.1643,0.373,0.3448
bicep_curl,97.64,117.11,141.56,156.92,0.1609,0.3626,0.351
bicep_curl,104.53,112.44,139.85,158.73,0.1593,0.3572,0.3463
bicep_curl,102.59,113.64,140.15,157.58,0.1587,0.3457,0.3499
bicep_curl,122.19,137.99,143.37,161.71,0.1583,0.3355,0.4635
bicep_curl,124.82,142.53,145.75,160.63,0.1592,0.3288,0.5067
bicep_curl,123.46,145.06,143.92,154.11,0.1583,0.3479,0.5762
bicep_curl,129.33,149.29,143.42,153.83,0.1576,0.3872,0.6691
bicep_curl,141.03,139.19,143.84,151.34,0.155,0.4636,0.5579
bicep_curl,133.83,141.77,143.66,155.22,0.1558,0.4696,0.6876
bicep_curl,142.44,139.55,142.85,152.04,0.1553,0.5918,0.6692
bicep_curl,142.58,138.41,140.13,151.47,0.1551,0.6146,0.6539
bicep_curl,141.75,138.18,137.42,150.4,0.1554,0.629,0.6475
bicep_curl,147.0,140.32,133.55,152.7,0.1553,0.6533,0.684
bicep_curl,136.19,135.67,135.36,153.35,0.1536,0.5527,0.6156
bicep_curl,133.11,134.91,136.84,156.64,0.1531,0.5244,0.5996
bicep_curl,131.92,135.1,137.74,154.99,0.1533,0.5027,0.6026
bicep_curl,133.64,136.11,137.77,154.4,0.1539,0.443,0.6054
bicep_curl,135.55,136.49,138.83,153.56,0.156,0.3966,0.6068
bicep_curl,137.53,135.62,139.48,153.01,0.1561,0.4293,0.5941
bicep_curl,150.63,138.99,137.68,148.49,0.1543,0.5466,0.6518
bicep_curl,149.74,136.89,139.01,148.47,0.1542,0.5411,0.6186
bicep_curl,151.36,137.16,140.19,149.6,0.1542,0.5734,0.6183
bicep_curl,144.31,137.82,140.39,144.74,0.1545,0.633,0.6039
bicep_curl,131.39,142.04,143.65,150.1,0.1556,0.5103,0.6505
bicep_curl,131.98,139.84,143.65,151.58,0.1561,0.5129,0.603
bicep_curl,127.77,124.87,141.73,153.52,0.1555,0.4536,0.4173
bicep_curl,125.66,125.83,141.7,152.76,0.1555,0.4209,0.4028
bicep_curl,130.24,134.31,142.73,154.53,0.1557,0.4203,0.408
bicep_curl,133.05,123.79,142.54,154.58,0.1557,0.4031,0.3528
bicep_curl,125.9,113.9,141.74,153.0,0.1566,0.38,0.3405
bicep_curl,122.23,121.29,139.44,154.36,0.1585,0.3841,0.3636
bicep_curl,129.84,121.38,141.86,153.04,0.1657,0.4742,0.3659
bicep_curl,121.5,107.93,148.17,153.58,0.1649,0.4464,0.3383
bicep_curl,100.24,97.59,148.4,155.28,0.1685,0.3694,0.3515
bicep_curl,97.39,99.94,147.68,153.1,0.1674,0.3729,0.3492
bicep_curl,96.38,105.25,150.07,153.0,0.1632,0.3631,0.361
bicep_curl,114.43,109.04,149.7,154.53,0.1698,0.4507,0.3613
bicep_curl,116.26,106.25,143.94,154.57,0.1723,0.4073,0.3397
bicep_curl,116.15,111.49,139.07,158.06,0.1702,0.3731,0.3423
bicep_curl,105.74,114.41,138.95,156.57,0.1682,0.3474,0.346
bicep_curl,122.27,133.05,144.58,159.01,0.1575,0.3586,0.4441
bicep_curl,131.16,138.88,145.25,155.7,0.1576,0.3851,0.501
bicep_curl,130.42,135.58,146.38,153.18,0.1573,0.3927,0.4943
bicep_curl,138.36,135.67,146.71,152.3,0.1563,0.4614,0.5044
bicep_curl,141.09,138.94,146.56,152.96,0.1559,0.4969,0.5391
bicep_curl,136.67,133.01,146.75,153.06,0.1553,0.4793,0.5082
bicep_curl,137.76,131.7,144.41,153.22,0.1558,0.512,0.5346
bicep_curl,150.23,137.97,141.06,156.37,0.1554,0.5607,0.6329
bicep_curl,151.84,137.93,136.73,155.33,0.1558,0.5824,0.6429
